index	question	sentence	label
1908	COC1(CCCOC(C)=O)C=C(c2ccccc2)C1=O	COC1(CCCOC(C)=O)C=C(c2ccccc2)OC1=O	not_entailment
1909	COC1(CCCOC(C)=O)C=C(c2ccccc2)C1=O	COC1(CCCOC(C)=O)C=C(c2ccccc2)C(=O)O1	entailment
1910	C[C@@H]1C(=O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O	C[C@@H]1C(=O)OCC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O	not_entailment
1911	C[C@@H]1C(=O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O	C[C@@H]1OC(=O)CC[C@@H]2[C@@H]1CC[C@@]1(C)[C@H]2CC[C@]1(C)O	entailment
1912	COCCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	COCCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1913	COCCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	COCCOC[C@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](OC(C)=O)[C@H](OC(C)=O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1914	O=C1C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1	O=C1C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2CO1	not_entailment
1915	O=C1C[C@@H]2[C@@H]3C=C[C@@H](C3)[C@@H]2C1	O=C1C[C@H]2[C@H]3C=C[C@H](C3)[C@H]2CO1	entailment
1916	Cc1ccc([Si](C)(C)[C@H]2CC(=O)C[C@H]2[Si](C)(C)c2ccc(C)cc2)cc1	Cc1ccc([Si](C)(C)[C@H]2CC(=O)OC[C@H]2[Si](C)(C)c2ccc(C)cc2)cc1	entailment
1917	Cc1ccc([Si](C)(C)[C@H]2CC(=O)C[C@H]2[Si](C)(C)c2ccc(C)cc2)cc1	Cc1ccc([Si](C)(C)[C@H]2COC(=O)C[C@H]2[Si](C)(C)c2ccc(C)cc2)cc1	not_entailment
1918	CC1(C)c2ccccc2C(=O)C1O	CC1(C)c2ccccc2C(=O)OC1O	entailment
1919	CC1(C)c2ccccc2C(=O)C1O	CC1(C)c2ccccc2OC(=O)C1O	not_entailment
1920	COC(=O)COc1ccc(C(C)=O)cc1OCC(=O)OC	COC(=O)COc1ccc(C(=O)OC)cc1OCC(=O)OC	not_entailment
1921	COC(=O)COc1ccc(C(C)=O)cc1OCC(=O)OC	COC(=O)COc1ccc(OC(C)=O)cc1OCC(=O)OC	entailment
1922	CC1(Cc2ccccc2)CCCC1=O	CC1(Cc2ccccc2)CCCOC1=O	not_entailment
1923	CC1(Cc2ccccc2)CCCC1=O	CC1(Cc2ccccc2)CCCC(=O)O1	entailment
1924	CC(=O)OC1CCc2ccccc2C1=O	CC(=O)OC1CCc2ccccc2OC1=O	entailment
1925	CC(=O)OC1CCc2ccccc2C1=O	CC(=O)OC1CCc2ccccc2C(=O)O1	not_entailment
1926	CCCCCC1CCCCC1=O	CCCCCC1CCCCOC1=O	not_entailment
1927	CCCCCC1CCCCC1=O	CCCCCC1CCCCC(=O)O1	entailment
1928	CC(=O)[C@@H](C)Cc1cccnc1	CC(=O)O[C@@H](C)Cc1cccnc1	entailment
1929	CC(=O)[C@@H](C)Cc1cccnc1	COC(=O)[C@@H](C)Cc1cccnc1	not_entailment
1930	COc1cccc(C(C)C(C)=O)c1	COC(=O)C(C)c1cccc(OC)c1	not_entailment
1931	COc1cccc(C(C)C(C)=O)c1	COc1cccc(C(C)OC(C)=O)c1	entailment
1932	CC1C(=O)CC(c2ccccc2)N(C)C1c1ccccc1	CC1C(=O)OCC(c2ccccc2)N(C)C1c1ccccc1	not_entailment
1933	CC1C(=O)CC(c2ccccc2)N(C)C1c1ccccc1	CC1OC(=O)CC(c2ccccc2)N(C)C1c1ccccc1	entailment
1934	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
1935	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
1936	C[C@]12CC[C@H](CC1=O)[C@@]2(C)CBr	C[C@]12CC[C@H](COC1=O)[C@@]2(C)CBr	entailment
1937	C[C@]12CC[C@H](CC1=O)[C@@]2(C)CBr	C[C@]12CC[C@H](CC(=O)O1)[C@@]2(C)CBr	not_entailment
1938	CC1=CCCCC1=O	CC1=CCCCOC1=O	not_entailment
1939	CC1=CCCCC1=O	CC1=CCCCC(=O)O1	entailment
1940	O=C1CCCC[C@H]1Cl	O=C1CCCC[C@@H](Cl)O1	not_entailment
1941	O=C1CCCC[C@H]1Cl	O=C1OCCCC[C@H]1Cl	entailment
1942	COc1ccc2c(c1)CC[C@]13CC(=O)[C@@]1(C)CCC=C23	COc1ccc2c(c1)CC[C@]13CC(=O)O[C@@]1(C)CCC=C23	entailment
1943	COc1ccc2c(c1)CC[C@]13CC(=O)[C@@]1(C)CCC=C23	COc1ccc2c(c1)CC[C@]13COC(=O)[C@@]1(C)CCC=C23	not_entailment
1944	COc1ccc(C(=O)C(F)(F)c2cccn2S(=O)(=O)c2ccc(C)cc2)cc1	COc1ccc(C(=O)OC(F)(F)c2cccn2S(=O)(=O)c2ccc(C)cc2)cc1	not_entailment
1945	COc1ccc(C(=O)C(F)(F)c2cccn2S(=O)(=O)c2ccc(C)cc2)cc1	COc1ccc(OC(=O)C(F)(F)c2cccn2S(=O)(=O)c2ccc(C)cc2)cc1	entailment
1946	COc1ccc(C(=O)COc2ccccc2OC)cc1OC	COc1ccc(C(=O)OCOc2ccccc2OC)cc1OC	not_entailment
1947	COc1ccc(C(=O)COc2ccccc2OC)cc1OC	COc1ccc(OC(=O)COc2ccccc2OC)cc1OC	entailment
1948	CC(=O)c1ccc(OCc2ccccc2)c(C)c1OCc1ccccc1	CC(=O)Oc1ccc(OCc2ccccc2)c(C)c1OCc1ccccc1	entailment
1949	CC(=O)c1ccc(OCc2ccccc2)c(C)c1OCc1ccccc1	COC(=O)c1ccc(OCc2ccccc2)c(C)c1OCc1ccccc1	not_entailment
1950	O=C(O)C1[C@H]2C[C@@H](Cl)[C@@H]1CC2=O	O=C(O)C1[C@H]2COC(=O)[C@@H]1C[C@H]2Cl	not_entailment
1951	O=C(O)C1[C@H]2C[C@@H](Cl)[C@@H]1CC2=O	O=C1C[C@@H]2C(C(=O)O)[C@@H](C[C@H]2Cl)O1	entailment
1952	CC1(C)C(=O)CC1c1ccccc1	CC1(C)C(=O)OCC1c1ccccc1	not_entailment
1953	CC1(C)C(=O)CC1c1ccccc1	CC1(C)OC(=O)CC1c1ccccc1	entailment
1954	CCC(C)(C)OC[C@@H]1[C@H]2CC(=O)C(C)[C@H]2CN1C(=O)OC(C)(C)C	CCC(C)(C)OC[C@@H]1[C@H]2CC(=O)OC(C)[C@H]2CN1C(=O)OC(C)(C)C	entailment
1955	CCC(C)(C)OC[C@@H]1[C@H]2CC(=O)C(C)[C@H]2CN1C(=O)OC(C)(C)C	CCC(C)(C)OC[C@@H]1[C@H]2COC(=O)C(C)[C@H]2CN1C(=O)OC(C)(C)C	not_entailment
1956	CC(=O)c1ccc2oc3ccccc3c2c1	CC(=O)Oc1ccc2oc3ccccc3c2c1	entailment
1957	CC(=O)c1ccc2oc3ccccc3c2c1	COC(=O)c1ccc2oc3ccccc3c2c1	not_entailment
1958	CO[C@@H]1C[C@H]2CC(=O)C[C@H]2C1	CO[C@H]1C[C@@H]2COC(=O)C[C@@H]2C1	entailment
1959	CO[C@@H]1C[C@H]2CC(=O)C[C@H]2C1	CO[C@@H]1C[C@H]2COC(=O)C[C@H]2C1	not_entailment
1960	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]4[C@H](C)[C@@]5(C)OC(=O)[C@]4(CC[C@]23C)C5=O)C1(C)C	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]4[C@H](C)[C@@]5(C)OC(=O)[C@]4(CC[C@]23C)OC5=O)C1(C)C	not_entailment
1961	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]4[C@H](C)[C@@]5(C)OC(=O)[C@]4(CC[C@]23C)C5=O)C1(C)C	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC[C@@H]2[C@@H]4[C@H](C)[C@]5(C)OC(=O)[C@@]4(CC[C@]23C)C(=O)O5)C1(C)C	entailment
1962	CSC(=O)C1=CC[C@H]2[C@@H]1C(=O)C2(Cl)Cl	CSC(=O)C1=CC[C@H]2[C@@H]1C(=O)OC2(Cl)Cl	not_entailment
1963	CSC(=O)C1=CC[C@H]2[C@@H]1C(=O)C2(Cl)Cl	CSC(=O)C1=CC[C@H]2[C@@H]1OC(=O)C2(Cl)Cl	entailment
1964	O=C1CC[C@@]2(CCCCC2=O)O1	O=C1CC[C@@]2(CCCCOC2=O)O1	not_entailment
1965	O=C1CC[C@@]2(CCCCC2=O)O1	O=C1CCCC[C@@]2(CCC(=O)O2)O1	entailment
1966	O=C(c1ccc(Cl)cc1)C(F)(F)F	O=C(OC(F)(F)F)c1ccc(Cl)cc1	not_entailment
1967	O=C(c1ccc(Cl)cc1)C(F)(F)F	O=C(Oc1ccc(Cl)cc1)C(F)(F)F	entailment
1968	O=C1C[C@@H]2C=CCC[C@H]12	O=C1C[C@@H]2C=CCC[C@@H]2O1	entailment
1969	O=C1C[C@@H]2C=CCC[C@H]12	O=C1OC[C@@H]2C=CCC[C@H]12	not_entailment
1970	C[C@H]1CCC(=O)[C@H]([C@@H](O)c2ccc([N+](=O)[O-])cc2)C1	C[C@H]1CCC(=O)O[C@H]([C@@H](O)c2ccc([N+](=O)[O-])cc2)C1	entailment
1971	C[C@H]1CCC(=O)[C@H]([C@@H](O)c2ccc([N+](=O)[O-])cc2)C1	C[C@H]1CCOC(=O)[C@H]([C@@H](O)c2ccc([N+](=O)[O-])cc2)C1	not_entailment
1972	O=C1C2CC3C(C2)C13	O=C1OC2C3CC1CC32	not_entailment
1973	O=C1C2CC3C(C2)C13	O=C1OC2CC3C(C2)C13	entailment
1974	C=C1CCCC(C)(C)[C@@H]2CC[C@@](C)([C@@H]3[C@H]4OC(=O)C[C@H]3[C@H](C(C)=O)O4)[C@H]12	C=C1CCCC(C)(C)[C@@H]2CC[C@@](C)([C@@H]3[C@H]4OC(=O)C[C@H]3[C@H](C(=O)OC)O4)[C@H]12	not_entailment
1975	C=C1CCCC(C)(C)[C@@H]2CC[C@@](C)([C@@H]3[C@H]4OC(=O)C[C@H]3[C@H](C(C)=O)O4)[C@H]12	C=C1CCCC(C)(C)[C@@H]2CC[C@@](C)([C@@H]3[C@H]4OC(=O)C[C@H]3[C@H](OC(C)=O)O4)[C@H]12	entailment
1976	Cc1ccc(C(=O)[C@@H]2OC(=O)O[C@@H]2CCCc2ccccc2)cc1	Cc1ccc(C(=O)O[C@@H]2OC(=O)O[C@@H]2CCCc2ccccc2)cc1	not_entailment
1977	Cc1ccc(C(=O)[C@@H]2OC(=O)O[C@@H]2CCCc2ccccc2)cc1	Cc1ccc(OC(=O)[C@@H]2OC(=O)O[C@@H]2CCCc2ccccc2)cc1	entailment
1978	CC(=O)OCC1C2CC(Cl)C1CC2=O	CC(=O)OCC1C2CC(Cl)C1COC2=O	not_entailment
1979	CC(=O)OCC1C2CC(Cl)C1CC2=O	CC(=O)OCC1C2CC(Cl)C1CC(=O)O2	entailment
1980	C[C@H]1C(=O)C[C@H]2C(C)(C)O[C@@H]3OCCC[C@@]32[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	C[C@H]1C(=O)OC[C@H]2C(C)(C)O[C@@H]3OCCC[C@@]32[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	not_entailment
1981	C[C@H]1C(=O)C[C@H]2C(C)(C)O[C@@H]3OCCC[C@@]32[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	C[C@H]1OC(=O)C[C@H]2C(C)(C)O[C@@H]3OCCC[C@@]32[C@H]1CO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C	entailment
1982	CCO[C@@]1(COCc2ccccc2)C(=O)C[C@@H]1N1C(=O)O[C@@H](c2ccccc2)[C@H]1c1ccccc1	CCO[C@@]1(COCc2ccccc2)C(=O)OC[C@@H]1N1C(=O)O[C@@H](c2ccccc2)[C@H]1c1ccccc1	not_entailment
1983	CCO[C@@]1(COCc2ccccc2)C(=O)C[C@@H]1N1C(=O)O[C@@H](c2ccccc2)[C@H]1c1ccccc1	CCO[C@@]1(COCc2ccccc2)OC(=O)C[C@@H]1N1C(=O)O[C@@H](c2ccccc2)[C@H]1c1ccccc1	entailment
1984	COc1ccc([C@]2(C)[C@H]3CC(=O)C[C@H](C)[C@H]3C(=O)N2C(=O)OC(C)(C)C)cc1	COc1ccc([C@]2(C)[C@H]3CC(=O)OC[C@H](C)[C@H]3C(=O)N2C(=O)OC(C)(C)C)cc1	entailment
1985	COc1ccc([C@]2(C)[C@H]3CC(=O)C[C@H](C)[C@H]3C(=O)N2C(=O)OC(C)(C)C)cc1	COc1ccc([C@]2(C)[C@H]3COC(=O)C[C@H](C)[C@H]3C(=O)N2C(=O)OC(C)(C)C)cc1	not_entailment
1986	CC1(C)C(=O)CC1/C=C/Cl	CC1(C)C(=O)OCC1/C=C/Cl	not_entailment
1987	CC1(C)C(=O)CC1/C=C/Cl	CC1(C)OC(=O)CC1/C=C/Cl	entailment
1988	CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H](C[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1C2=O	CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H](C[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1OC2=O	entailment
1989	CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H](C[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1C2=O	CCN1C[C@]2(COC)CC[C@H](OC)[C@]34C1[C@H](C[C@H]23)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@@H]1C(=O)O2	not_entailment
1990	Cc1ccccc1[C@H]1C(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	Cc1ccccc1[C@H]1C(=O)O[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	not_entailment
1991	Cc1ccccc1[C@H]1C(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@@H]21	Cc1ccccc1[C@H]1OC(=O)[C@@H]2C=C3C(C)(C)CCC[C@]3(C)[C@H]12	entailment
1992	CC(=O)c1ccc2ccc3cccc4ccc1c2c34	CC(=O)Oc1ccc2ccc3cccc4ccc1c2c34	entailment
1993	CC(=O)c1ccc2ccc3cccc4ccc1c2c34	COC(=O)c1ccc2ccc3cccc4ccc1c2c34	not_entailment
1994	CC1(C)O[C@@H]([C@@H]2CCCC2=O)[C@@H](c2ccccc2)O1	CC1(C)O[C@@H]([C@@H]2CCCOC2=O)[C@@H](c2ccccc2)O1	not_entailment
1995	CC1(C)O[C@@H]([C@@H]2CCCC2=O)[C@@H](c2ccccc2)O1	CC1(C)O[C@@H]([C@@H]2CCCC(=O)O2)[C@@H](c2ccccc2)O1	entailment
1996	O=C1C[C@@H](c2ccc(Cl)cc2)[C@H](C(=O)OCc2ccccc2)[C@@](O)(c2ccccc2)C1	O=C1C[C@@H](c2ccc(Cl)cc2)[C@H](C(=O)OCc2ccccc2)[C@@](O)(c2ccccc2)CO1	not_entailment
1997	O=C1C[C@@H](c2ccc(Cl)cc2)[C@H](C(=O)OCc2ccccc2)[C@@](O)(c2ccccc2)C1	O=C1C[C@](O)(c2ccccc2)[C@@H](C(=O)OCc2ccccc2)[C@H](c2ccc(Cl)cc2)CO1	entailment
1998	CC(=O)c1ccc2cc(-c3ccccc3)ccc2c1	CC(=O)Oc1ccc2cc(-c3ccccc3)ccc2c1	entailment
1999	CC(=O)c1ccc2cc(-c3ccccc3)ccc2c1	COC(=O)c1ccc2cc(-c3ccccc3)ccc2c1	not_entailment
2000	Cc1ccc2c(c1)C(O)(CC(=O)c1ccccc1)c1nc3ccc(C)cc3c(=O)n1-2	Cc1ccc2c(c1)C(O)(CC(=O)Oc1ccccc1)c1nc3ccc(C)cc3c(=O)n1-2	entailment
2001	Cc1ccc2c(c1)C(O)(CC(=O)c1ccccc1)c1nc3ccc(C)cc3c(=O)n1-2	Cc1ccc2c(c1)C(O)(COC(=O)c1ccccc1)c1nc3ccc(C)cc3c(=O)n1-2	not_entailment
2002	[2H][C@]1(O)C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O	[2H][C@]1(O)C[C@@H]2C(=O)OC[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O	entailment
2003	[2H][C@]1(O)C[C@@H]2C(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O	[2H][C@]1(O)C[C@@H]2OC(=O)C[C@H]3[C@@H]4CC[C@H]([C@H](C)[C@@H](O)[C@H](O)[C@H](C)C(C)C)[C@@]4(C)CC[C@@H]3[C@@]2(C)C[C@H]1O	not_entailment
2004	CCOC(=O)C1COc2cc(C(C)=O)ccc2O1	CCOC(=O)C1COc2cc(C(=O)OC)ccc2O1	not_entailment
2005	CCOC(=O)C1COc2cc(C(C)=O)ccc2O1	CCOC(=O)C1COc2cc(OC(C)=O)ccc2O1	entailment
2006	Cc1ccc(S(=O)(=O)N2CC(=O)C[C@@H]2Cc2ccccc2)cc1	Cc1ccc(S(=O)(=O)N2CC(=O)OC[C@@H]2Cc2ccccc2)cc1	not_entailment
2007	Cc1ccc(S(=O)(=O)N2CC(=O)C[C@@H]2Cc2ccccc2)cc1	Cc1ccc(S(=O)(=O)N2COC(=O)C[C@@H]2Cc2ccccc2)cc1	entailment
2008	CCCCCCCCC1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(C(C)=O)cc21	CCCCCCCCC1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(C(=O)OC)cc21	entailment
2009	CCCCCCCCC1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(C(C)=O)cc21	CCCCCCCCC1(CCCCCCCC)c2cc(Br)ccc2-c2ccc(OC(C)=O)cc21	not_entailment
2010	C=C(C)C1CCC(C)C(=O)C1	C=C(C)C1CCC(C)C(=O)OC1	not_entailment
2011	C=C(C)C1CCC(C)C(=O)C1	C=C(C)C1CCC(C)OC(=O)C1	entailment
2012	COC(OC)[C@H]1[C@H]2CC(=O)[C@H](C2)[C@@H]1C	COC(OC)[C@H]1[C@H]2CC(=O)O[C@H](C2)[C@@H]1C	entailment
2013	COC(OC)[C@H]1[C@H]2CC(=O)[C@H](C2)[C@@H]1C	COC(OC)[C@H]1[C@H]2COC(=O)[C@H](C2)[C@@H]1C	not_entailment
2014	CC1CCC(C(C)C)C(=O)C1	CC1CCC(C(C)C)C(=O)OC1	not_entailment
2015	CC1CCC(C(C)C)C(=O)C1	CC1CCC(C(C)C)OC(=O)C1	entailment
2016	O=C1CCCCC1Cl	O=C1CCCCC(Cl)O1	not_entailment
2017	O=C1CCCCC1Cl	O=C1OCCCCC1Cl	entailment
2018	COc1cc2c(cc1OC)[Si](C)(C)O[C@H](C(=O)OC1c3ccccc3-c3ccccc31)[C@H]2C(=O)c1ccccc1	COc1cc2c(cc1OC)[Si](C)(C)O[C@H](C(=O)OC1c3ccccc3-c3ccccc31)[C@H]2C(=O)Oc1ccccc1	not_entailment
2019	COc1cc2c(cc1OC)[Si](C)(C)O[C@H](C(=O)OC1c3ccccc3-c3ccccc31)[C@H]2C(=O)c1ccccc1	COc1cc2c(cc1OC)[Si](C)(C)O[C@H](C(=O)OC1c3ccccc3-c3ccccc31)[C@H]2OC(=O)c1ccccc1	entailment
2020	CC(=O)OC1COc2ccc(C)cc2C1=O	CC(=O)OC1COc2ccc(C)cc2OC1=O	entailment
2021	CC(=O)OC1COc2ccc(C)cc2C1=O	CC(=O)OC1COc2ccc(C)cc2C(=O)O1	not_entailment
2022	CC(=O)OC[C@H]1O[C@@H]2C[C@H](C)C(=O)[C@@H]2C[C@@H]1OC(C)=O	CC(=O)OC[C@H]1O[C@@H]2C[C@H](C)C(=O)O[C@@H]2C[C@@H]1OC(C)=O	not_entailment
2023	CC(=O)OC[C@H]1O[C@@H]2C[C@H](C)C(=O)[C@@H]2C[C@@H]1OC(C)=O	CC(=O)OC[C@H]1O[C@@H]2C[C@H](C)OC(=O)[C@@H]2C[C@@H]1OC(C)=O	entailment
2024	COc1ccc(C(=O)COc2ccccc2OC)cc1	COc1ccc(C(=O)OCOc2ccccc2OC)cc1	not_entailment
2025	COc1ccc(C(=O)COc2ccccc2OC)cc1	COc1ccc(OC(=O)COc2ccccc2OC)cc1	entailment
2026	C[C@]12CCC=C3c4ccccc4CC[C@@]31CC2=O	C[C@]12CCC=C3c4ccccc4CC[C@@]31COC2=O	not_entailment
2027	C[C@]12CCC=C3c4ccccc4CC[C@@]31CC2=O	C[C@]12CCC=C3c4ccccc4CC[C@@]31CC(=O)O2	entailment
2028	CC(=O)c1cc2c(cc1C(C)C)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN1C(=O)c2ccccc2C1=O	CC(=O)Oc1cc2c(cc1C(C)C)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN1C(=O)c2ccccc2C1=O	entailment
2029	CC(=O)c1cc2c(cc1C(C)C)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN1C(=O)c2ccccc2C1=O	COC(=O)c1cc2c(cc1C(C)C)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)CN1C(=O)c2ccccc2C1=O	not_entailment
2030	C[C@H]1C[C@@H](C)C[C@@H](C)C1=O	C[C@H]1C[C@@H](C)C[C@@H](C)OC1=O	not_entailment
2031	C[C@H]1C[C@@H](C)C[C@@H](C)C1=O	C[C@@H]1C[C@H](C)OC(=O)[C@H](C)C1	entailment
2032	C[C@H]1C(=O)C[C@@H]2C[C@H]1C[C@@]2(C)O	C[C@H]1C(=O)OC[C@@H]2C[C@H]1C[C@@]2(C)O	not_entailment
2033	C[C@H]1C(=O)C[C@@H]2C[C@H]1C[C@@]2(C)O	C[C@H]1OC(=O)C[C@@H]2C[C@H]1C[C@@]2(C)O	entailment
2034	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1	COC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](OC(C)=O)CC[C@]4(C)[C@H]3CC[C@]12C	not_entailment
2035	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](C(C)=O)CC[C@@H]32)C1	CC(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@@H]3[C@@H]2CC[C@]2(C)[C@@H](OC(C)=O)CC[C@@H]32)C1	entailment
2036	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC(=O)[C@H](C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC(=O)O[C@H](C)[C@H]3CC[C@@]21C	entailment
2037	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC(=O)[C@H](C)[C@H]3CC[C@@]21C	CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCOC(=O)[C@H](C)[C@H]3CC[C@@]21C	not_entailment
2038	O=C1C[C@@H]2[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]1C[C@H]2Cl	O=C1C[C@@H]2[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@@H](C[C@H]2Cl)O1	entailment
2039	O=C1C[C@@H]2[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]1C[C@H]2Cl	O=C1OC[C@@H]2[C@@H](COC(c3ccccc3)(c3ccccc3)c3ccccc3)[C@H]1C[C@H]2Cl	not_entailment
2040	C[C@@]12CC[C@H]3C(=O)O[C@]31CCC2=O	C[C@@]12CC[C@H]3C(=O)O[C@]31CCOC2=O	not_entailment
2041	C[C@@]12CC[C@H]3C(=O)O[C@]31CCC2=O	C[C@@]12CC[C@H]3C(=O)O[C@]31CCC(=O)O2	entailment
2042	CC1=CC[C@]2(C)[C@H]1C(=O)C2(C)C	CC1=CC[C@]2(C)[C@H]1C(=O)OC2(C)C	not_entailment
2043	CC1=CC[C@]2(C)[C@H]1C(=O)C2(C)C	CC1=CC[C@]2(C)[C@H]1OC(=O)C2(C)C	entailment
2044	C[C@H]([C@@H](O)[C@H](O)CC(F)(F)C(F)(F)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@H]([C@@H](O)[C@H](O)CC(F)(F)C(F)(F)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC(=O)O[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	not_entailment
2045	C[C@H]([C@@H](O)[C@H](O)CC(F)(F)C(F)(F)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	C[C@H]([C@@H](O)[C@H](O)CC(F)(F)C(F)(F)C(F)(F)F)[C@H]1CC[C@H]2[C@@H]3COC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C	entailment
2046	CC1(C)C(=O)C=C1[Si](C)(C)C	CC1(C)C(=O)OC=C1[Si](C)(C)C	not_entailment
2047	CC1(C)C(=O)C=C1[Si](C)(C)C	CC1(C)OC(=O)C=C1[Si](C)(C)C	entailment
2048	C[C@H]1CCCC1=O	C[C@H]1CCCOC1=O	not_entailment
2049	C[C@H]1CCCC1=O	C[C@H]1CCCC(=O)O1	entailment
